filename,categories,res#,resolutions
2022-10-13 City Commission - Public Agenda-2944.pdf,PZ - PLANNING AND ZONING ITEM(S),PZ.1,"A RESOLUTION OF THE MIAMI CITY COMMISSION GRANTING / DENYING THE APPEAL FILED BY LOUIS J. TERMINELLO, ESQ., ON BEHALF OF BILL'S NURS ERY, INC., REVERSING / AFFIRMING THE PLANNING ZON ING AND APPEALS BOARD’S DECISION AS SET FORTH IN RESOLUTION NO. PZAB -R-22-019 AFFIRMING THE ZONING ADMINISTRATOR’S DENIAL OF A CERTIFICATE OF USE PURSUANT TO SECTION 2 -211 OF THE CODE OF THE CITY OF MIAMI, F LORIDA, AS AMENDED (“CITY CODE”), AND SECTION 7.1 .2.1 OF ORDINANCE NO. 13114, THE ZONING ORDINANCE OF THE CITY OF MIAMI,  FLORIDA, AS AMENDED, (“MIAMI 21 CODE”), FOR THE PROPERTY LOCATED AT APPROXIMATELY 172 WEST FLAGLER STREET, MIAMI, FLORIDA (“PROPERTY”) , AND REVERSING / UPHOLDING THE ZONING ADMINISTRA TOR’S DENIAL OF THE CERTIFICATE OF USE FOR A CANNABIS DISPENSARY AND/ OR CLINIC FOR THE PROPERTY; MAKING FINDINGS; CONTAINING A SEVERABILITY CLAUSE; AND PROVIDING FOR AN EFFECTIVE DATE. LOCATION(S):  172 W Fl agler St [Commissioner Christine King – District 5] APPLICANT(S): Louis J. Terminello, Esq., on behalf of on behalf of Bill’s Nursery, Inc, business owner. APPELLANT(S) : Louis J. Terminello, Esq., on behalf of on behalf of Bill’s Nursery, Inc, business o wner. PURPOSE:  The Appellant seeks to appeal t he Planning, Zoning and Appeals Board decision. FINDING(S): ZONING DEPARTMENT:  Recommend denial of the appeal and upholding the decision of the Zoning Administrator to deny the Certificate of Use. PLANNING , ZONING AND APPEALS BOARD: The motion to grant th e appeal  on July 6, 2022 , failed, by a vote of 4-5. Note for the Record: PZAB File ID 8980 Linked to this Legislative File History: 09/22/22  City Commission  DEFERRED   Next: 10/13/22 RESULT:  DEFERRED [UNAN IMOUS]  Next: 10/13/2022 9:00 AM MOVER:  Ken Russel l, Commissioner, District Two SECONDER:  Alex Diaz de la Portilla, Commissioner, District One AYES:  Christine King, Ken Russell, Alex Diaz de la Portilla, Manolo Reyes ABSENT:  Joe Carollo City Commission  Meeting Agenda  October 13, 2022 City of Miami  Page 95 Printed on 10/3/2022  PZ.5 12520 ORDINANCE                                                    First Reading"
2022-10-13 City Commission - Public Agenda-2944.pdf,PZ - PLANNING AND ZONING ITEM(S),PZ.1,"AN ORDINANCE OF THE MIAMI CITY COMMISSION AMENDING ORDINANCE NO. 13114, THE ZONING ORDINANCE OF THE CITY OF MIAMI, FLORIDA, AS AMENDED (""MIAMI 21 CODE""), BY AMENDING APPENDIX P: WYNWOO D NORTE NEIGHBORHOOD REVITALIZATION DISTRICT (""NRD -2"") OF THE MIAMI 21 CODE, MORE SPECIFICALLY BY AMENDING APPENDIX P SECTION 5, TITLED “SPECIFIC TO ZONES”, TO MODIFY RESIDENTIAL DENSITY CALCULATION REQUIREMENTS FOR T4 TRANSECT ZONES; CONTAINING A SEVERABI LITY CLAUSE AND PROVIDING FOR AN EFFECTIVE DATE. SPON SOR (S):       Commissioner Christine King APPLICANT(S):  Arthur Noriega V, City Manager on behalf of City of Miami PURPOSE:  Amendment to Zoning Ordinance, Appendix P – Wynwood Norte NRD -2, Section 5, to m odify residential density calculation for T4 Transect  Zones . FINDING(S): PLANNING AND ZONING DEPARTMENT:  Recommended denial . PLANNING, ZONING AND APPEALS BOARD:  Scheduled for October 11, 2022. Note for the Record: PZAB File ID 12512 Linked to this Legis lative File History: 09/22/22  City Commission  DEFERR ED  Next: 10/13/22 RESULT:  DEFERRED [UNANIMOUS]  Next: 10/13/2022 9:00 AM MOVER:  Ken Russell, Commissioner, District Two SECONDER:  Alex Diaz de la Portilla, Commissioner, District One AYES:  Christine King , Ken Russell, Alex Diaz de la Portilla, Manolo Reyes ABSENT:  Joe Carollo City Commission  Meeting Agenda  October 13, 2022 City of Miami  Page 96 Printed on 10/3/2022 PZ.6 11824 Department of Planning  ORDINANCE                                                    Second Reading"
2022-10-13 City Commission - Public Agenda-2944.pdf,PZ - PLANNING AND ZONING ITEM(S),PZ.6,"AN ORDINANCE OF THE MIAMI CITY COMMISSION AMENDING ARTICLE 4 OF ORDINA NCE NO. 13114, THE ZONING ORDINANCE OF THE CITY OF MIA MI, FLORIDA, AS AMENDED (""MIAMI 21 CODE""), TITLED “STANDARDS AND TABLES"", MORE SPECIFICALLY BY AMENDING ARTICLE 4, TABLE 12, TITLED ""DESIGN REVIEW CRITERIA"", TO AMEND THE CRITERIA FOR THE REVIEW OF ENTI TLEMENTS APPLIED FOR UNDER THE MIAMI 21 CODE; CONTAINI NG A SEVERABILITY CLAUSE; AND PROVIDING FOR AN EFFECTIVE DATE. APPLICANT(S) : Arthur Noriega V, City Manager on behalf of City of Miami PURPOSE :  This will allow Amendments to Article 4, Table 12 titled “Design Review Criteria” to clarify and update the cri teria for the review of entitlements applied for under the Miami 21 Code. FINDING(S) : PLANNING DEPARTMENT:  Recommended approval. PLANNING, ZONING AND APPEALS BOARD:  On April 6, 2022, recommended appro val as amended, by a vote of 8 -0. Note for the Record:  60-day Public Comment Period: May 27, 2022 – July 26, 2022; PZAB File ID 11710 Linked to this Legislative File History: 05/26/22  City Commission  MEETING CANCELLED   Next: 05/31/22 RESULT:  MEETING CANCE LLED  Next: 5/31/2022 9:00 AM 05/31/22  City Commission  NO ACTION TAKEN   Next: 09/08/22 RESULT:  NO ACTION TAKEN  Next: 9/8/2022 9:00 AM 09/08/22  City Commission  MEETING RECESSED   Next: 09/13/22 RESULT:  MEETING RECESSED  Next: 9/13/2022 9:00 AM 09/13/22  City Co mmission  PASSED ON FIRST READING   Next: 10/13/22 RESUL T: PASSED ON FIRST READING [UNANIMOUS]  Next: 10/13/2022 9:00 AM MOVER:  Manolo Reyes, Commissioner, District Four SECONDER:  Alex Diaz de la Portilla, Commissioner, District One AYES:  King, Carollo, Russe ll, Diaz de la Portilla, Reyes End of Planning and Zoning Item(s) City Commission  Meeting Agenda  October 13, 2022 City of Miami  Page 97 Printed on 10/3/2022  FL - FUTURE LEGISLATION Pursuant to Resolution R -16-0303, any amendment to the City of Miami Code, or Text Amendment to the Miami 21 Code, sponsored or co -sponsored by the City Ad ministration shall be published at least sixty (60) days prior to First Reading for public comment in the “Future Legislation” section of the City Commission agenda.  Items placed in the Future Legislation section shall require no action from the City Comm ission. The public may submit their comments to futurelegislation@miamigov.com   Comments shall be accepted through the period indicated under each Ordinance.  Once the public comment period has closed,  said public comments shall be included as supporting documentation to the legislation.  The public comment period shall re -open for fifteen (15) days for additional public comment after the proposed amendment is published after first reading. (Under Flo rida law, e -mail addresses are public records. If you do not want your e -mail address released in response to a public records request or published pursuant to Resolution R -16-0303, do not send electronic mail to this entity. Instead, contact the City Comm ission or City Administration by phone or in writing.) FL.1 12574 City Manager’s Office  ORDINANCE"
2022-10-13 City Commission - Public Agenda-2944.pdf,PZ - PLANNING AND ZONING ITEM(S),FL.1,"AN ORDINANCE OF THE MIAMI CITY COMMISSION AMENDING CHAPTER 2 OF THE CODE OF THE CITY OF MIAMI, FLORIDA, AS AMENDED (“CITY CODE”), TITLED “ADMINISTRATION”, CHAPTER 10 OF THE CITY CODE, TITLED “BUILDINGS”, CHAPTER 11 OF THE CITY CODE, TITLED “CABLE TELEVISION”, CHAPTER 11.5 OF THE CITY CODE, TITLED “CIVILIAN COMPLAINT INVESTIGATION AND REVIEW”, CHAPTER 13 OF THE C ITY CODE, TITLED DEVELOPMENT IMPACT AND OTHER RELATED FEES”, CHAPTER 17 OF THE CITY CODE, TITLED “ENVIRONMENTAL PRESERVATION”, CHAPTER 18 OF THE CITY CODE, TITLED “FINANCE”, CHAPTER 22 OF THE CITY CODE, TITLED “GARBAGE AND OTHER SOLID WASTE”, CHAPTER 31 OF  THE CITY CODE, TITLED “LOCAL BUSINESS TAX AND MISCELLANEOUS BUSINESS REGULATIONS”, CHAPTER 35 OF THE CITY CODE, TITLED “MOTOR VEHICLES AND TRAFFIC”, CHAPTER 39 OF THE CITY CODE, TITLED “PEDDLERS AND ITINERANT VENDORS”, CHAPTER 54 OF THE CITY CODE, TITLED “STREETS AND SIDEWALKS”, AND CHAPTER 62 OF THE CITY CODE, TITLED “PLANNING AND ZONING”, TO REPLACE OR STRIKE REFERENCES TO THE NEIGHBORHOOD ENHANCEMENT TEAM (“NET”) FROM THE CITY CODE; MAKING FINDINGS; CONTAINING A SEVERABILITY CLAUSE; AND PROVIDING FOR AN  EFFECTIVE DATE. Note for the Record: 60 -Day Public Comment Period: October 4, 2022 - December 3, 2022 City Commission  Meeting Agenda  October 13, 2022 City of Miami  Page 98 Printed on 10/3/2022  FL.2 12544 Department of Resilience and Public Works  ORDINANCE"
2022-10-13 City Commission - Public Agenda-2944.pdf,PZ - PLANNING AND ZONING ITEM(S),FL.1,"AN ORDINANCE OF THE MIAMI CITY COMMI SSION AMENDING CHAPTER 2/ARTICLE IV/SECTION 2 -272 OF THE CODE OF THE CITY OF MIAMI, AS AMENDED (""CITY CODE""), TITLED “ADMINISTRATION/DEPARTMENTS/PLAN REVIEW FEE,” PROVIDING FOR THE TRANSFER OF THE TRAFFIC STUDY FEE UNDER CHAPTER 62/ARTICLE VI/SECTION 62 -22 OF THE CITY CODE, TITLED “PLANNING AND ZONING/ZONING AND PLANNING FEES/SCHEDULE OF FEES,” TO THE RESILIENCE AND PUBLIC WORKS DEPARTMENT (“DEPARTMENT”); CONTAINING A SEVERABILITY CLAUSE; AND PROVIDING FOR AN IMMEDIATE EFFECTIVE DATE. Note for the Record: 6 0-Day Public Comment Period: October 4, 2022 - December 3, 2022 END OF FUTURE LEGISLATION"
2022-10-27 City Commission - Public Agenda-2786.pdf,CA - CONSENT AGENDA,CA.1,"A RESOLUTION OF  THE MIAMI CITY COMMISSION, PURSUANT TO SECTION 18 -82(A) OF THE CODE OF THE CITY OF MIAMI, FLORIDA, AS AMENDED, CLASSIFYING TWO (2) USED POLICE VEHICLE PARTITIONS AS CATEGORY “A” STOCK SURPLUS; AUTHORIZING THE DONATION OF SAID POLICE VEHICLE PARTITIONS TO THE VILLAGE OF BISCAYNE PARK POLICE DEPARTMENT FOR USE BY THEIR DEPARTMENT TO INCREASE OFFICER SAFETY DURING PRISONER TRANSPORTS; AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE ANY AND ALL DOCUMENTS, IN FORMS ACCEPTABLE TO THE CITY ATTORNEY, AND IN COMPLIANCE WITH ALL APPLICABLE LAWS, RULES, AND REGULATIONS, AS MAY BE DEEMED NECESSARY FOR THE DONATION OF THE POLICE VEHICLE PARTITIONS FOR SAID PURPOSE. Districts Impacted: All CA.2 12618 Department of Resilience and Public Works  RESOLUTION A RESOLUT ION OF THE MIAMI CITY COMMISSION, WITH ATTACHMENT(S), PURSUANT TO SECTION 55 -10(G) OF THE CODE OF THE CITY OF MIAMI, FLORIDA, AS AMENDED, AUTHORIZING AND DIRECTING THE CITY OF MIAMI’S DEPARTMENT OF RESILIENCE AND PUBLIC WORKS TO ISSUE NECESSARY PERMITS FOR  THE REDEVELOPMENT, CONSTRUCTION, RENOVATION OR REPAIR OF NON -HABITABLE ON -SITE IMPROVEMENTS ON AN APPROXIMATELY 18’ STRIP OF UNPLATTED LAND AT THE PROPERTY LOCATED AT 1715 SOUTHWEST 37 AVENUE THE REMAINDER OF WHICH IS PLATTED; SUBJECT TO COMPLIANCE WITH A LL APPLICABLE PROVISIONS OF THE CITY CODE, AND IN COMPLIANCE WITH ALL APPLICABLE LAWS, RULES, AND REGULATIONS, AS MAY BE DEEMED NECESSARY FOR SAID PURPOSE. Districts Impacted: District 4 City Commission  Meeting Agenda  October 27, 2022 City of Miami  Page 5 Printed on 10/18/2022  CA.3 12619 Department of Resilience and Public Works  RESOLUTION"
2022-10-27 City Commission - Public Agenda-2786.pdf,CA - CONSENT AGENDA,CA.2,"A RESOLUTION OF THE MIAMI CITY COMMISSION, WITH ATTACHMENT(S), ACCEPTING EIGHT (8) RIGHT -OF-WAY DEEDS AND ONE (1) QUIT CLAIM RIGHT -OF-WAY DEED OF DEDICATION (“DEEDS”) FOR THE PROPERTIES DESCRIBED IN EXHIBIT ""A"", ATTACHED AND INCORPORATED, FOR RIGHT -OF-WAY PU RPOSES; APPROVING AND AUTHORIZING THE RECORDATION OF THE DEEDS IN THE PUBLIC RECORDS OF MIAMI -DADE COUNTY, FLORIDA; FURTHER DIRECTING THE CITY CLERK TO RETAIN A COPY OF THE DEEDS. Districts Impacted: District 1, District 2, District 3, District 5 CA.4 12678 Office of the City Attorney  RESOLUTION"
2022-10-27 City Commission - Public Agenda-2786.pdf,CA - CONSENT AGENDA,CA.4,"A RESOLUTION OF THE MIAMI CITY COMMISSION AUTHORIZING THE DIRECTOR OF FINANCE TO PAY WILLIAM AMADO REYES, WITHOUT ADMISSION OF LIABILITY, THE TOTAL SUM OF $75,000.00 IN FULL AND COMPLETE SETTLEMENT OF ANY AND ALL  CLAIMS AND DEMANDS, INCLUDING ALL CLAIMS FOR ATTORNEYS' FEES, AGAINST THE CITY OF MIAMI AND ITS OFFICERS, AGENTS, AND EMPLOYEES (COLLECTIVELY, ""CITY"") IN THE CASE STYLED MARJULYS GARCIA VS. CITY OF MIAMI AND GREENWICH INSURANCE COMPANY, PENDING IN THE CIR CUIT COURT FOR THE ELEVENTH JUDICIAL CIRCUIT IN AND FOR MIAMI -DADE COUNTY, FLORIDA, CASE NO.: 20 -013399 CA 01, UPON THE EXECUTION OF A GENERAL RELEASE OF ALL CLAIMS AND DEMANDS BROUGHT FOR NEGLIGENCE PENDING IN STATE COURT AND A DISMISSAL OF THE CITY WITH PREJUDICE; ALLOCATING FUNDS FROM ACCOUNT NO. 50001.301001.545011.0000.00000. Districts Impacted: All END OF CONSENT AGENDA  City Commission  Meeting Agenda  October 27, 2022 City of Miami  Page 6 Printed on 10/18/2022 PH - PUBLIC HEARINGS PH.1 12591 Department of Housing and Community Development  RESOLUTION"
2022-10-27 City Commission - Public Agenda-2786.pdf,PH - PUBLIC HEARINGS,PH.1,"A RESOLUTION OF THE MIAMI CITY COMMIS SION, WITH ATTACHMENT(S), PURSUANT TO SECTION 18 -72 OF THE CODE OF THE CITY OF MIAMI, FLORIDA, AS AMENDED, ALLOCATING FUNDS IN THE AMOUNT OF $743,000.00 TO THE AGENCIES SPECIFIED IN EXHIBIT “A”, ATTACHED AND INCORPORATED, FOR PUBLIC SERVICE ACTIVITIES FOR PROGRAM YEAR 2022 -2023 FROM THE SOCIAL SERVICE GAP PROGRAM FUNDS, ACCOUNT NO. 14010.910199.481000; AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE ANY AND ALL NECESSARY DOCUMENTS, IN A FORM ACCEPTABLE TO THE CITY ATTORNEY, FOR SAID PURPOSE. Districts  Impacted: All PH.2 12592 Department of Housing and Community Development  RESOLUTION"
2022-10-27 City Commission - Public Agenda-2786.pdf,PH - PUBLIC HEARINGS,PH.2,"A RESOLUTION OF THE MIAMI CITY COMMISSION ACCEPTING AN ADDITIONAL GRANT OF HOUSING CHOICE VOUCHER PROGRAM FUNDS, FOR FISCAL YEAR 2022 -2023, IN THE AMOUNT OF $91,665.00 FROM THE UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT, TO PROVIDE ASSISTANCE TO VERY LOW -INCOME HOUSEHOLDS, ELDERLY PERSONS, AND DISABLED PERSONS TO AFFORD DECENT, SAFE, AND SANITARY HOUSING; AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECU TE ANY AND ALL NECESSARY DOCUMENTS, IN A FORM ACCEPTABLE TO THE CITY ATTORNEY, FOR SAID PURPOSE. Districts Impacted: All PH.3 12594 Department of Housing and Community Development  RESOLUTION"
2022-10-27 City Commission - Public Agenda-2786.pdf,PH - PUBLIC HEARINGS,PH.3,"A RESOLUTION OF THE MIAMI CITY COMMISSION, WITH ATTACHMENT(S),  ALLOCATING AN AMOUNT NOT TO EXCEED $981,280.82 IN AMERICAN RESCUE PLAN ACT OF 2021 FUNDS (“FUNDS”) FOR THE SECOND YEAR OF ASSISTANCE TO THE AGENCIES/DEPARTMENTS SPECIFIED IN EXHIBIT “A,” ATTACHED AND INCORPORATED, FOR ELDERLY MEALS, SUBJECT TO ALL FEDERAL , STATE, AND LOCAL LAWS THAT REGULATE THE USE OF SUCH FUNDS; AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE ANY AND ALL NECESSARY DOCUMENTS, INCLUDING AMENDMENTS, EXTENSIONS, AND MODIFICATIONS, ALL IN FORMS ACCEPTABLE TO THE CITY ATTORNEY, FOR SAID PURPOSE. Districts Impacted: All City Commission  Meeting Agenda  October 27, 2022 City of Miami  Page 7 Printed on 10/18/2022  PH.4 12575 Department of Parks and Recreation  RESOLUTION"
2022-10-27 City Commission - Public Agenda-2786.pdf,PH - PUBLIC HEARINGS,PH.3,"A RESOLUTION OF THE MIAMI CITY COMMISSION, WITH ATTACHMENT(S), PURSUANT TO SECTION 376.80, FLORIDA STATUTES, DESIGNATING THE PROPERTIES LOCATED AT 140 AND 142 SOUT HWEST 11 STREET, MIAMI, FLORIDA 33130 AND KNOWN AS SOUTHSIDE PARK (“SUBJECT PROPERTY”) A BROWNFIELD AREA WITHIN THE CITY OF MIAMI (“CITY”); DIRECTING THE CITY MANAGER TO NOTIFY THE FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION AND THE MIAMI -DADE DEPARTMEN T OF REGULATORY AND ECONOMIC RESOURCES OF THE DESIGNATION OF THE SUBJECT PROPERTY AS A BROWNFIELD AREA, TO UNDERTAKE ANY OTHER NECESSARY RELATED PROCEDURES, NOTICES, AND REQUIREMENTS FOR SAID DESIGNATION, AND TO UPDATE THE MAP OF DESIGNATED BROWNFIELD SITE S TO INCLUDE THE SUBJECT PROPERTY; FURTHER AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE ANY AND ALL OTHER DOCUMENTS, INCLUDING ANY AMENDMENTS, RENEWALS, AND EXTENSIONS, SUBJECT TO ALL ALLOCATIONS, APPROPRIATIONS, PRIOR BUDGETARY APPROVALS, COMPLIA NCE WITH ALL APPLICABLE PROVISIONS OF THE CODE OF THE CITY OF MIAMI, FLORIDA, AS AMENDED (“CITY CODE”), INCLUDING THE CITY’S PROCUREMENT ORDINANCE, ANTI -DEFICIENCY ACT, AND FINANCIAL INTEGRITY PRINCIPLES, ALL AS SET FORTH IN CHAPTER 18 OF THE CITY CODE, IN  FORMS ACCEPTABLE TO THE CITY ATTORNEY, AND IN COMPLIANCE WITH ALL APPLICABLE LAWS, RULES, AND REGULATIONS, AS MAY BE DEEMED NECESSARY FOR SAID PURPOSE. Districts Impacted: District 3 City Commission  Meeting Agenda  October 27, 2022 City of Miami  Page 8 Printed on 10/18/2022  PH.5 11509 Office of Management and Budget  RESOLUTION"
2022-10-27 City Commission - Public Agenda-2786.pdf,PH - PUBLIC HEARINGS,PH.3,"A RESOLUTION OF  THE MIAMI CITY COMMISSION, WITH ATTACHMENTS, BY A FOUR -FIFTHS (4/5THS) AFFIRMATIVE VOTE, AFTER AN ADVERTISED PUBLIC HEARING, RATIFYING, APPROVING, AND CONFIRMING THE CITY MANAGER'S FINDING AND RECOMMENDATION, ATTACHED AND INCORPORATED AS EXHIBIT ""B,"" THAT  COMPETITIVE NEGOTIATION METHODS AND PROCEDURES ARE NOT PRACTICABLE OR ADVANTAGEOUS TO THE CITY OF MIAMI PURSUANT TO SECTION 18 -85(A) OF THE CODE OF THE CITY OF MIAMI, FLORIDA, AS AMENDED; WAIVING THE REQUIREMENTS FOR SAID PROCEDURES; ALLOCATING AND APPROP RIATING AMERICAN RESCUE PLAN ACT OF 2021 CORONAVIRUS STATE AND LOCAL FISCAL RECOVERY FUNDS, ON A REIMBURSEMENT BASIS, IN A TOTAL AMOUNT NOT TO EXCEED ONE MILLION DOLLARS ($1,000,000.00), TO CIRCLE OF BROTHERHOOD, INC., A FLORIDA NOT FOR PROFIT CORPORATION (“CIRCLE OF BROTHERHOOD”), IN ORDER TO IMPLEMENT CIRCLE OF BROTHERHOOD'S COVID -19/PANDEMIC COMMUNITY WELLNESS AND RECOVERY INITIATIVE, SUBJECT TO ALL FEDERAL, STATE, AND LOCAL LAWS THAT REGULATE THE USE OF SUCH FUNDS FOR SAID PURPOSE; AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE A GRANT AGREEMENT, IN A FORM ACCEPTABLE TO THE CITY ATTORNEY, WITH CIRCLE OF BROTHERHOOD AND ANY AND ALL OTHER NECESSARY DOCUMENTS, MODIFICATIONS, AND AMENDMENTS, ALL IN FORMS ACCEPTABLE TO THE CITY ATTORNEY, FOR SAID PURPO SE. SPONSOR (S):       Mayor Francis X. Suarez Districts Impacted: History: 03/10/22  City Commission  DEFERRED   Next: 04/28/22 RESULT:  DEFERRED [UNANIMOUS]  Next: 4/28/2022 9:00 AM MOVER:  Ken Russell, Commissioner, District Two SECONDER:  Manolo Reyes, Comm issioner, District Four AYES:  Christine King, Ken Russell, Manolo Reyes ABSENT:  Joe Carollo, Alex Diaz de la Portilla 04/28/22  City Commission  INDEFINITELY DEFERRED   Next: 10/27/22 RESULT:  INDEFINITELY DEFERRED [UNANIMOUS]  Next: 10/27/2022 9:00 AM MOVER:  Ken Russell, Commissioner, District Two SECONDER:  Manolo Reyes, Commissioner, District Four AYES:  Christine King, Ken Russell, Manolo Reyes ABSENT:  Joe Carollo, Alex Diaz de la Portilla City Commission  Meeting Agenda  October 27, 2022 City of Miami  Page 9 Printed on 10/18/2022  PH.6 12543 RESOLUTION"
2022-10-27 City Commission - Public Agenda-2786.pdf,PH - PUBLIC HEARINGS,PH.3,"A RESOLUTION OF THE MIAMI CITY COMMISSION, WIT H ATTACHMENT(S), BY A FOUR -FIFTHS (4/5THS) AFFIRMATIVE VOTE, AFTER AN ADVERTISED PUBLIC HEARING, RATIFYING, APPROVING, AND CONFIRMING THE CITY MANAGER'S FINDING, ATTACHED AND INCORPORATED AS EXHIBIT ""A,"" THAT COMPETITIVE NEGOTIATION METHODS AND PROCEDURES ARE NOT PRACTICABLE OR ADVANTAGEOUS FOR THE CITY OF MIAMI (""CITY"") PURSUANT TO SECTION 18 -85(A) OF THE CODE OF THE CITY OF MIAMI, FLORIDA, AS AMENDED; WAIVING THE REQUIREMENTS FOR SAID PROCEDURES; ALLOCATING GRANT FUNDING IN AN AMOUNT NOT TO EXCEED FOUR MI LLION, FIVE HUNDRED THOUSAND DOLLARS ($4,500,000.00) IN AMERICAN RESCUE PLAN ACT OF 2021 (“ARPA”) FUNDS TO THELMA GIBSON HEALTH INITIATIVE, INC., A FLORIDA NOT FOR PROFIT CORPORATION (""DEVELOPER""), SO THAT DEVELOPER CAN CAUSE TO BE CONSTRUCTED A NEW AFFORD ABLE HOUSING DEVELOPMENT THAT WILL CONTAIN NO LESS THAN TWENTY -SEVEN (27) CITY -ASSISTED RESIDENTIAL RENTAL UNITS FOR ELIGIBLE RESIDENTS  (“PROJECT”) , PROVIDED THAT THIS ALLOCATION IS APPROVED IN WRITING BY THE CITY’S ARPA CONSULTANT (“ARPA CONSULTANT APPROV AL”), AND SUBJECT TO THE RECEIPT BY THE CITY MANAGER OF THE APPROVAL OF THE PROJECT BY THE CITY OF MIAMI’S (“CITY”) HOUSING AND COMMERCIAL LOAN COMMITTEE (“HCLC”) (“HCLC APPROVAL”), AND  SUBJECT TO THE TERMS, CONDITIONS, AND RESTRICTIONS CONTAINED HEREIN, I N THE ARPA CONSULTANT APPROVAL, AND IN THE HCLC APPROVAL, PROVIDED THAT THE DEVELOPER FULFILLS ALL OF THE TERMS AND CONDITIONS TO BE SET FORTH IN THE ARPA CONSULTANT APPROVAL AND HCLC APPROVAL; SUBJECT TO THE RECEIPT BY THE CITY MANAGER OF THE ARPA CONSULT ANT APPROVAL AND THE HCLC APPROVAL, FURTHER AUTHORIZING THE CITY MANAGER TO NEGOTIATE AND EXECUTE ANY AND ALL NECESSARY DOCUMENTS, INCLUDING AMENDMENTS, EXTENSIONS, AND MODIFICATIONS, ALL IN FORMS ACCEPTABLE TO THE CITY ATTORNEY, SUBJECT TO COMPLIANCE WITH  ALL APPLICABLE FEDERAL, STATE OF FLORIDA (""STATE""), LOCAL, AND CITY LAWS, RULES, AND REGULATIONS FOR AFFORDABLE HOUSING PROJECTS AND ARPA FUNDS AND SUBJECT TO THE DEVELOPER FULFILLING ALL OF THE TERMS AND CONDITIONS TO BE SET FORTH IN THE ARPA CONSULTANT APPROVAL AND HCLC APPROVAL, IN ORDER TO ALLOCATE THE CITY’S ARPA FUNDING TO THE PROJECT; PROVIDING FOR AN EFFECTIVE DATE. SPONSOR (S):       Commissioner Ken Russell Districts Impacted: City Commission  Meeting Agenda  October 27, 2022 City of Miami  Page 10 Printed on 10/18/2022  History: 09/22/22  City Commission  DEFERRED   Next: 10/13/22 RESULT:  DEFERRED [UNANIMOUS]  Next: 10/13/2022 9:00 AM MOVER:  Ken Russell, Commissioner, District Two SECONDER:  Alex Diaz de la Portilla, Commissioner, District One AYES:  Christine King, Ken Russell, Alex Diaz de la Portilla, Manolo Reyes ABSENT:  Joe Carollo 10/13/ 22 City Commission  DEFERRED   Next: 10/27/22 RESULT:  DEFERRED [UNANIMOUS]  Next: 10/27/2022 9:00 AM MOVER:  Alex Diaz de la Portilla, Commissioner, District One SECONDER:  Ken Russell, Commissioner, District Two AYES:  King, Carollo, Russell, Diaz de la Portill a, Reyes City Commission  Meeting Agenda  October 27, 2022 City of Miami  Page 11 Printed on 10/18/2022  PH.7 12545 RESOLUTION"
